pair	regulated	score
chr1:3774714-3775214|CEP104	True	0.0336338286829978
chr1:3774714-3775214|LRRC47	True	0.446749820979962
chr1:3803570-3805848|LRRC47	False	0.271234338602436
chr1:3774714-3775214|SMIM1	True	0.917613027170501
chr1:3803570-3805848|SMIM1	False	0.0570275240753708
chr1:4126791-4127291|SMIM1	False	0.0063858852971405
chr1:5304578-5305078|RPL22	False	0.0022987512740831
chr1:8197448-8198244|PARK7	False	0.0149787222819997
chr1:8899850-8900350|PARK7	False	0.0044645180224786
chr1:8858063-8858563|ENO1	True	0.0526952386074705
chr1:9145155-9145655|ENO1	False	0.0028410858090785
chr1:10387486-10388537|DFFA	False	0.0012981282840424
chr1:11881944-11882444|MAD2L2	False	0.0016493954237154
chr1:11882562-11883554|MAD2L2	False	0.0031879917175719
chr1:12014145-12015413|MAD2L2	False	0.0014316227563432
chr1:11882562-11883554|AGTRAP	False	0.0323614963827164
chr1:11882562-11883554|TARDBP	False	0.0037863050825861
chr1:12014145-12015413|SRM	False	0.0032067494019759
chr1:17441310-17441810|SDHB	True	0.0027876775038126
chr1:18534347-18534847|AKR7A2	False	0.0016354128581037
chr1:20197442-20197942|AKR7A2	False	0.0009484811358521
chr1:18534347-18534847|CAPZB	False	0.0015508104627707
chr1:19869923-19870423|CAPZB	False	0.0023742324459702
chr1:19487638-19488138|MRTO4	False	0.0
chr1:20197442-20197942|MRTO4	False	0.0010187127515463
chr1:20216567-20217067|MRTO4	False	0.0008790977970151
chr1:20216567-20217067|HP1BP3	False	0.001166026991087
chr1:20216567-20217067|MINOS1	False	0.0009043822841624
chr1:21673110-21673610|CDC42	False	0.0
chr1:21791423-21792482|CDC42	False	0.0017589381004333
chr1:21963904-21964404|CDC42	False	0.0034314416396213
chr1:21963904-21964404|USP48	False	0.0335130441183931
chr1:23539621-23540248|GALE	False	0.0174689114846904
chr1:23920093-23921311|GALE	False	0.017070910760111
chr1:23539621-23540248|RPL11	False	0.119684427404672
chr1:23554642-23555320|RPL11	False	0.25260044713644
chr1:23562302-23562802|RPL11	False	0.260516664154897
chr1:23716065-23716565|RPL11	False	0.191677630728281
chr1:23920093-23921311|RPL11	False	0.0105908965423871
chr1:23716065-23716565|HNRNPR	False	0.0072546001999819
chr1:23920093-23921311|HNRNPR	False	0.0038109032931299
chr1:23920093-23921311|ELOA	False	0.0145969493697811
chr1:23920093-23921311|PITHD1	False	0.0125081307316616
chr1:23920093-23921311|SRRM1	False	0.0049607538623398
chr1:24742119-24742619|TMEM50A	False	0.0
chr1:25933351-25933954|TMEM50A	False	0.0062938516500036
chr1:26138425-26139455|TMEM50A	False	0.0059290444046372
chr1:25933351-25933954|ARID1A	False	0.0014636583793667
chr1:25933351-25933954|HMGN2	False	0.0004325985764026
chr1:26104576-26105524|HMGN2	False	0.000406416064751
chr1:26138425-26139455|HMGN2	False	0.0009514693447637
chr1:26376717-26377217|HMGN2	False	0.0
chr1:26377523-26378866|HMGN2	False	0.0068075764133171
chr1:26500769-26501550|HMGN2	False	0.418427363007024
chr1:26783944-26784444|HMGN2	False	0.011762300358127
chr1:27026948-27028368|HMGN2	False	0.0014798755498701
chr1:25933351-25933954|MTFR1L	False	0.0173849552675175
chr1:26508328-26508828|MTFR1L	False	0.0025901964554885
chr1:25933351-25933954|NUDC	True	0.0002590439452721
chr1:26104576-26105524|NUDC	False	0.0002580515119172
chr1:26138425-26139455|NUDC	False	0.0005852867309944
chr1:26377523-26378866|NUDC	False	0.0007937144603943
chr1:26584065-26584565|NUDC	False	0.000853052880646
chr1:26636453-26637096|NUDC	False	0.0022320852575476
chr1:26686869-26687369|NUDC	False	0.0019202017244728
chr1:26783944-26784444|NUDC	False	0.0031597255300283
chr1:27026948-27028368|NUDC	False	0.0067994232980743
chr1:27523007-27523999|NUDC	False	0.0014290744187863
chr1:25933351-25933954|SH3BGRL3	False	0.003184430667447
chr1:26377523-26378866|SH3BGRL3	False	0.0123850716627162
chr1:26584065-26584565|SH3BGRL3	False	0.0031837723937859
chr1:27026948-27028368|SH3BGRL3	False	0.0037773989811959
chr1:25933351-25933954|STMN1	True	0.390221240950515
chr1:26104576-26105524|STMN1	False	0.0061246952703498
chr1:26138425-26139455|STMN1	False	0.010885679011976
chr1:26376717-26377217|STMN1	False	0.0
chr1:26377523-26378866|STMN1	False	0.0028716542067275
chr1:26508328-26508828|STMN1	False	0.0029186231807505
chr1:26584065-26584565|STMN1	False	0.0013434667686145
chr1:26619808-26621780|STMN1	False	0.0030173264725998
chr1:26636453-26637096|STMN1	False	0.003576892669745
chr1:25933351-25933954|ZNF593	False	0.001484534518055
chr1:26104576-26105524|ZNF593	False	0.0027014032376057
chr1:26376717-26377217|ZNF593	False	0.0
chr1:26377523-26378866|ZNF593	False	0.0011791458294451
chr1:26500769-26501550|ZNF593	False	0.0011137045214139
chr1:27026948-27028368|ZNF593	False	0.0006802023879887
chr1:27074115-27074615|ZNF593	False	0.0002919299812883
chr1:26377523-26378866|LIN28A	True	0.0
chr1:26500769-26501550|WASF2	False	0.000404978315501
chr1:26508328-26508828|WASF2	False	0.0006236245337967
chr1:26584065-26584565|WASF2	False	0.0002970304411452
chr1:26636453-26637096|WASF2	False	0.0007137963783693
chr1:27026948-27028368|WASF2	False	0.0020411865904237
chr1:27523007-27523999|WASF2	False	0.0320266475184028
chr1:27869198-27869698|WASF2	False	0.0023127727622384
chr1:28112667-28113483|WASF2	False	0.001453480108176
chr1:28249311-28250231|WASF2	False	0.0010912871207706
chr1:28345727-28346629|WASF2	False	0.0003792103023429
chr1:28352119-28352734|WASF2	False	0.0004337013280979
chr1:26619808-26621780|PIGV	False	0.121424136424724
chr1:27026948-27028368|PPP1R8	False	0.0015762810622706
chr1:27523007-27523999|PPP1R8	False	0.004299336578302
chr1:27869198-27869698|PPP1R8	False	0.0387072726106156
chr1:27026948-27028368|TMEM222	False	0.0097404832286655
chr1:27523007-27523999|ATPIF1	False	0.0015319417174114
chr1:27867738-27868238|ATPIF1	False	0.0030623207931745
chr1:27869198-27869698|ATPIF1	False	0.0022161948428622
chr1:28112667-28113483|ATPIF1	False	0.0105981670012719
chr1:28249311-28250231|ATPIF1	False	0.0745939583166169
chr1:28345727-28346629|ATPIF1	False	0.0030376237714745
chr1:28351509-28352009|ATPIF1	False	0.0066152170482406
chr1:28352119-28352734|ATPIF1	False	0.0066152170482406
chr1:28883765-28884265|ATPIF1	False	0.0022158817649233
chr1:28884388-28885427|ATPIF1	False	0.0025323586549449
chr1:27608544-27609044|DNAJC8	False	0.0084921266344496
chr1:27867738-27868238|DNAJC8	False	0.0210038445748505
chr1:28249311-28250231|DNAJC8	False	0.102656779406196
chr1:28345727-28346629|DNAJC8	False	0.010558220132139
chr1:28351509-28352009|DNAJC8	False	0.0213057983873225
chr1:28352119-28352734|DNAJC8	False	0.0213057983873225
chr1:28883765-28884265|DNAJC8	False	0.0108142185785342
chr1:28884388-28885427|DNAJC8	False	0.0135618334472266
chr1:27869198-27869698|RCC1	False	0.0059943223666192
chr1:28112667-28113483|RCC1	False	0.011620450941537
chr1:28352119-28352734|RCC1	False	0.0236223893971193
chr1:28883765-28884265|RCC1	False	0.0164977981042068
chr1:28884388-28885427|RCC1	False	0.0233431936523022
chr1:28105018-28105518|YTHDF2	False	0.0005010129880567
chr1:28249311-28250231|YTHDF2	False	0.0015664561954232
chr1:28351509-28352009|YTHDF2	False	0.0010631793246933
chr1:28352119-28352734|YTHDF2	False	0.0010631793246933
chr1:28883765-28884265|YTHDF2	False	0.0378983305421808
chr1:28884388-28885427|YTHDF2	False	0.0564426119676872
chr1:28249311-28250231|EPB41	False	0.0081935566310212
chr1:28351509-28352009|EPB41	False	0.0042849169104409
chr1:28352119-28352734|EPB41	False	0.0042849169104409
chr1:28883765-28884265|EPB41	True	0.915810081988843
chr1:28884388-28885427|EPB41	True	0.94882879981058
chr1:28249311-28250231|RPA2	False	0.0024333837779323
chr1:28883765-28884265|RPA2	False	0.0014035679650781
