pair	regulated	score
chr1:3774714-3775214|CEP104	True	0.103485015425227
chr1:3774714-3775214|LRRC47	True	0.741590877561481
chr1:3803570-3805848|LRRC47	False	0.40818162152478
chr1:3774714-3775214|SMIM1	True	0.990452438431171
chr1:3803570-3805848|SMIM1	False	0.115384964532514
chr1:4126791-4127291|SMIM1	False	0.0009106170677254
chr1:5304578-5305078|RPL22	False	0.0008843928732107
chr1:8197448-8198244|PARK7	False	0.0073536865665098
chr1:8899850-8900350|PARK7	False	0.0010021018868291
chr1:8858063-8858563|ENO1	True	0.0486349661968876
chr1:9145155-9145655|ENO1	False	0.0020014709510625
chr1:10387486-10388537|DFFA	False	0.0005000485969751
chr1:11881944-11882444|MAD2L2	False	0.004906002162021
chr1:11882562-11883554|MAD2L2	False	0.0083996918213851
chr1:12014145-12015413|MAD2L2	False	0.0026860412263655
chr1:11882562-11883554|AGTRAP	False	0.0594832289451784
chr1:11882562-11883554|TARDBP	False	0.0092570255169185
chr1:12014145-12015413|SRM	False	0.0048939705699607
chr1:17441310-17441810|SDHB	True	0.0018765060760492
chr1:18534347-18534847|AKR7A2	False	0.0009525000964862
chr1:20197442-20197942|AKR7A2	False	0.0013299309693191
chr1:18534347-18534847|CAPZB	False	0.0008188973997565
chr1:19869923-19870423|CAPZB	False	0.0018340916125009
chr1:19487638-19488138|MRTO4	False	0.0003565348272047
chr1:20197442-20197942|MRTO4	False	0.0013606404965644
chr1:20216567-20217067|MRTO4	False	0.0007077951826172
chr1:20216567-20217067|HP1BP3	False	0.0010816446154995
chr1:20216567-20217067|MINOS1	False	0.0008666324265238
chr1:21673110-21673610|CDC42	False	0.0019713664704128
chr1:21791423-21792482|CDC42	False	0.0044667669006654
chr1:21963904-21964404|CDC42	False	0.0064049150376379
chr1:21963904-21964404|USP48	False	0.0166676896781939
chr1:23539621-23540248|GALE	False	0.0017849793966917
chr1:23920093-23921311|GALE	False	0.0323387174986567
chr1:23539621-23540248|RPL11	False	0.012885124549802
chr1:23554642-23555320|RPL11	False	0.0642451362813958
chr1:23562302-23562802|RPL11	False	0.0992597248888275
chr1:23716065-23716565|RPL11	False	0.129055597056489
chr1:23920093-23921311|RPL11	False	0.0194331434578538
chr1:23716065-23716565|HNRNPR	False	0.0079838033250277
chr1:23920093-23921311|HNRNPR	False	0.0039920401067227
chr1:23920093-23921311|ELOA	False	0.0362163323523598
chr1:23920093-23921311|PITHD1	False	0.0254547490884311
chr1:23920093-23921311|SRRM1	False	0.0039402671724434
chr1:24742119-24742619|TMEM50A	False	0.0070142253754443
chr1:25933351-25933954|TMEM50A	False	0.0076641835040849
chr1:26138425-26139455|TMEM50A	False	0.0055090721067522
chr1:25933351-25933954|ARID1A	False	0.0028704361605387
chr1:25933351-25933954|HMGN2	False	0.0010682614823695
chr1:26104576-26105524|HMGN2	False	0.0014882251547608
chr1:26138425-26139455|HMGN2	False	0.0019363032174456
chr1:26376717-26377217|HMGN2	False	0.0093075590280313
chr1:26377523-26378866|HMGN2	False	0.0256229000728254
chr1:26500769-26501550|HMGN2	False	0.255704658265631
chr1:26783944-26784444|HMGN2	False	0.0059768821019919
chr1:27026948-27028368|HMGN2	False	0.0001473056071752
chr1:25933351-25933954|MTFR1L	False	0.0377545177259011
chr1:26508328-26508828|MTFR1L	False	0.0201704407867067
chr1:25933351-25933954|NUDC	True	0.0005399964260802
chr1:26104576-26105524|NUDC	False	0.0005889940138898
chr1:26138425-26139455|NUDC	False	0.0008106800087707
chr1:26377523-26378866|NUDC	False	0.0024940019474772
chr1:26584065-26584565|NUDC	False	0.0002146107869573
chr1:26636453-26637096|NUDC	False	0.0025036942121244
chr1:26686869-26687369|NUDC	False	0.0039796356942706
chr1:26783944-26784444|NUDC	False	0.009244361322876
chr1:27026948-27028368|NUDC	False	0.0012427261309845
chr1:27523007-27523999|NUDC	False	0.0018375619110887
chr1:25933351-25933954|SH3BGRL3	False	0.0081857957045922
chr1:26377523-26378866|SH3BGRL3	False	0.163805353828401
chr1:26584065-26584565|SH3BGRL3	False	0.000971422396924
chr1:27026948-27028368|SH3BGRL3	False	0.0004117938637195
chr1:25933351-25933954|STMN1	True	0.281843194073572
chr1:26104576-26105524|STMN1	False	0.0137568421974014
chr1:26138425-26139455|STMN1	False	0.0129348638119265
chr1:26376717-26377217|STMN1	False	0.0074135223042773
chr1:26377523-26378866|STMN1	False	0.0105246121199286
chr1:26508328-26508828|STMN1	False	0.0222162709092543
chr1:26584065-26584565|STMN1	False	0.0003841907746519
chr1:26619808-26621780|STMN1	False	0.0076819047331227
chr1:26636453-26637096|STMN1	False	0.003300120831165
chr1:25933351-25933954|ZNF593	False	0.0041038125457244
chr1:26104576-26105524|ZNF593	False	0.0265410374262722
chr1:26376717-26377217|ZNF593	False	0.004585440485357
chr1:26377523-26378866|ZNF593	False	0.0219270125278178
chr1:26500769-26501550|ZNF593	False	0.0037255909553755
chr1:27026948-27028368|ZNF593	False	9.45910543938325e-05
chr1:27074115-27074615|ZNF593	False	0.0007266224803275
chr1:26377523-26378866|LIN28A	True	0.839931021710734
chr1:26500769-26501550|WASF2	False	0.0007547334108366
chr1:26508328-26508828|WASF2	False	0.0157181278710535
chr1:26584065-26584565|WASF2	False	6.80798943592513e-05
chr1:26636453-26637096|WASF2	False	0.0006432530152507
chr1:27026948-27028368|WASF2	False	0.0001786409657173
chr1:27523007-27523999|WASF2	False	0.070694444099596
chr1:27869198-27869698|WASF2	False	0.0031612746742992
chr1:28112667-28113483|WASF2	False	0.0012107998332385
chr1:28249311-28250231|WASF2	False	0.001302863887947
chr1:28345727-28346629|WASF2	False	0.0008142534645461
chr1:28352119-28352734|WASF2	False	0.0011476977568199
chr1:26619808-26621780|PIGV	False	0.792598836555081
chr1:27026948-27028368|PPP1R8	False	0.0001149460889146
chr1:27523007-27523999|PPP1R8	False	0.0045990599593989
chr1:27869198-27869698|PPP1R8	False	0.0336289922376728
chr1:27026948-27028368|TMEM222	False	0.0005807536594793
chr1:27523007-27523999|ATPIF1	False	0.0016394029861487
chr1:27867738-27868238|ATPIF1	False	0.003439723680084
chr1:27869198-27869698|ATPIF1	False	0.003221687815132
chr1:28112667-28113483|ATPIF1	False	0.007477816975205
chr1:28249311-28250231|ATPIF1	False	0.802329676639129
chr1:28345727-28346629|ATPIF1	False	0.007639312700957
chr1:28351509-28352009|ATPIF1	False	0.009291112345499
chr1:28352119-28352734|ATPIF1	False	0.0073864655224877
chr1:28883765-28884265|ATPIF1	False	0.0034573987302497
chr1:28884388-28885427|ATPIF1	False	0.0029791799990264
chr1:27608544-27609044|DNAJC8	False	0.0078229579095226
chr1:27867738-27868238|DNAJC8	False	0.0179423704775579
chr1:28249311-28250231|DNAJC8	False	0.923029934857375
chr1:28345727-28346629|DNAJC8	False	0.037817829988605
chr1:28351509-28352009|DNAJC8	False	0.0431545044134732
chr1:28352119-28352734|DNAJC8	False	0.0352280573909412
chr1:28883765-28884265|DNAJC8	False	0.0215079499475989
chr1:28884388-28885427|DNAJC8	False	0.0176083579593836
chr1:27869198-27869698|RCC1	False	0.0081755032476883
chr1:28112667-28113483|RCC1	False	0.0089106025251163
chr1:28352119-28352734|RCC1	False	0.0256645133227962
chr1:28883765-28884265|RCC1	False	0.0663918414442912
chr1:28884388-28885427|RCC1	False	0.0475387155618726
chr1:28105018-28105518|YTHDF2	False	0.0001010164804495
chr1:28249311-28250231|YTHDF2	False	0.0036161445112913
