pair	regulated	score
chr1:3774714-3775214|CEP104	True	0.11947795431448
chr1:3774714-3775214|LRRC47	True	0.418431253988977
chr1:3803570-3805848|LRRC47	False	0.231678078172498
chr1:3774714-3775214|SMIM1	True	0.990204268483834
chr1:3803570-3805848|SMIM1	False	0.0762599989998732
chr1:4126791-4127291|SMIM1	False	0.002012717662217
chr1:5304578-5305078|RPL22	False	0.0002139249299212
chr1:8197448-8198244|PARK7	False	0.0039869811188565
chr1:8899850-8900350|PARK7	False	0.0002811185245027
chr1:8858063-8858563|ENO1	True	0.0081116258125553
chr1:9145155-9145655|ENO1	False	9.92673138759335e-05
chr1:10387486-10388537|DFFA	False	0.0014341814211687
chr1:11881944-11882444|MAD2L2	False	0.0082551698485921
chr1:11882562-11883554|MAD2L2	False	0.0497176673662514
chr1:12014145-12015413|MAD2L2	False	0.0057733518160498
chr1:11882562-11883554|AGTRAP	False	0.0579641753173262
chr1:11882562-11883554|TARDBP	False	0.0157189259784851
chr1:12014145-12015413|SRM	False	0.0022762483114274
chr1:17441310-17441810|SDHB	True	0.0004747627949451
chr1:18534347-18534847|AKR7A2	False	0.0003125596518452
chr1:20197442-20197942|AKR7A2	False	0.0008390594437857
chr1:18534347-18534847|CAPZB	False	0.0003096076475615
chr1:19869923-19870423|CAPZB	False	0.0008931956872909
chr1:19487638-19488138|MRTO4	False	0.0005224071768599
chr1:20197442-20197942|MRTO4	False	0.0002606962202635
chr1:20216567-20217067|MRTO4	False	2.08398736936779e-05
chr1:20216567-20217067|HP1BP3	False	6.1421040839714e-05
chr1:20216567-20217067|MINOS1	False	9.7472867679823e-05
chr1:21673110-21673610|CDC42	False	0.0005233132713074
chr1:21791423-21792482|CDC42	False	0.0043117060207647
chr1:21963904-21964404|CDC42	False	0.0015159524461313
chr1:21963904-21964404|USP48	False	0.0076092912456256
chr1:23539621-23540248|GALE	False	0.0031580465727845
chr1:23920093-23921311|GALE	False	0.0437097066310157
chr1:23539621-23540248|RPL11	False	0.0036776287420271
chr1:23554642-23555320|RPL11	False	0.006140751272707
chr1:23562302-23562802|RPL11	False	0.0100075477853473
chr1:23716065-23716565|RPL11	False	0.0779408812347554
chr1:23920093-23921311|RPL11	False	0.0047555698583897
chr1:23716065-23716565|HNRNPR	False	0.0006075774474601
chr1:23920093-23921311|HNRNPR	False	0.0014544935940186
chr1:23920093-23921311|ELOA	False	0.009879167365128
chr1:23920093-23921311|PITHD1	False	0.0163040900128621
chr1:23920093-23921311|SRRM1	False	0.0015013200786208
chr1:24742119-24742619|TMEM50A	False	0.0003684147752351
chr1:25933351-25933954|TMEM50A	False	0.0016381308127105
chr1:26138425-26139455|TMEM50A	False	0.0003282421560703
chr1:25933351-25933954|ARID1A	False	0.000761174073269
chr1:25933351-25933954|HMGN2	False	0.0073322033933029
chr1:26104576-26105524|HMGN2	False	0.0014734652276247
chr1:26138425-26139455|HMGN2	False	0.0015211012134013
chr1:26376717-26377217|HMGN2	False	0.0105195902517528
chr1:26377523-26378866|HMGN2	False	0.111369752853952
chr1:26500769-26501550|HMGN2	False	0.300097514848706
chr1:26783944-26784444|HMGN2	False	0.0153377436922048
chr1:27026948-27028368|HMGN2	False	0.0030695981955957
chr1:25933351-25933954|MTFR1L	False	0.0169823063753739
chr1:26508328-26508828|MTFR1L	False	0.019421067881316
chr1:25933351-25933954|NUDC	True	0.0007500055795457
chr1:26104576-26105524|NUDC	False	0.0003605753389606
chr1:26138425-26139455|NUDC	False	0.0003867594465369
chr1:26377523-26378866|NUDC	False	0.0057612794294431
chr1:26584065-26584565|NUDC	False	0.0009281083615347
chr1:26636453-26637096|NUDC	False	0.0023620586111129
chr1:26686869-26687369|NUDC	False	0.0027998164632597
chr1:26783944-26784444|NUDC	False	0.0050098047671308
chr1:27026948-27028368|NUDC	False	0.0023560451576196
chr1:27523007-27523999|NUDC	False	0.0014444725971261
chr1:25933351-25933954|SH3BGRL3	False	0.0018980295249675
chr1:26377523-26378866|SH3BGRL3	False	0.15933178539033
chr1:26584065-26584565|SH3BGRL3	False	0.0021212098196649
chr1:27026948-27028368|SH3BGRL3	False	0.0014098428106487
chr1:25933351-25933954|STMN1	True	0.728414798518709
chr1:26104576-26105524|STMN1	False	0.0064488079919875
chr1:26138425-26139455|STMN1	False	0.0061977343229769
chr1:26376717-26377217|STMN1	False	0.0044695135146334
chr1:26377523-26378866|STMN1	False	0.0262471568661642
chr1:26508328-26508828|STMN1	False	0.0211460146753041
chr1:26584065-26584565|STMN1	False	0.0032186246993822
chr1:26619808-26621780|STMN1	False	0.0306749747277067
chr1:26636453-26637096|STMN1	False	0.0059539984251388
chr1:25933351-25933954|ZNF593	False	0.0026905224023981
chr1:26104576-26105524|ZNF593	False	0.0029919189008713
chr1:26376717-26377217|ZNF593	False	0.0024330223782301
chr1:26377523-26378866|ZNF593	False	0.0222387339054659
chr1:26500769-26501550|ZNF593	False	0.0021843280078886
chr1:27026948-27028368|ZNF593	False	0.0004930296344551
chr1:27074115-27074615|ZNF593	False	0.0007321009518734
chr1:26377523-26378866|LIN28A	True	0.909618926329637
chr1:26500769-26501550|WASF2	False	0.0002720572282347
chr1:26508328-26508828|WASF2	False	0.0155924907311422
chr1:26584065-26584565|WASF2	False	0.0001578960132384
chr1:26636453-26637096|WASF2	False	0.0003598238242828
chr1:27026948-27028368|WASF2	False	0.0002493479303081
chr1:27523007-27523999|WASF2	False	0.0763695830739346
chr1:27869198-27869698|WASF2	False	0.0001493968201162
chr1:28112667-28113483|WASF2	False	0.0002878556480094
chr1:28249311-28250231|WASF2	False	0.0008560599594784
chr1:28345727-28346629|WASF2	False	0.0004492122375841
chr1:28352119-28352734|WASF2	False	0.0001109207168447
chr1:26619808-26621780|PIGV	False	0.0964010736399146
chr1:27026948-27028368|PPP1R8	False	0.0004863880629241
chr1:27523007-27523999|PPP1R8	False	0.0035806821013333
chr1:27869198-27869698|PPP1R8	False	0.0036445772718441
chr1:27026948-27028368|TMEM222	False	0.0016262244650014
chr1:27523007-27523999|ATPIF1	False	0.0011983032368338
chr1:27867738-27868238|ATPIF1	False	0.0005991878188557
chr1:27869198-27869698|ATPIF1	False	0.0003925458893059
chr1:28112667-28113483|ATPIF1	False	0.002006859074988
chr1:28249311-28250231|ATPIF1	False	0.230356489267838
chr1:28345727-28346629|ATPIF1	False	0.0101067804370839
chr1:28351509-28352009|ATPIF1	False	0.003594263288854
chr1:28352119-28352734|ATPIF1	False	0.0020670226455427
chr1:28883765-28884265|ATPIF1	False	0.0021566517503386
chr1:28884388-28885427|ATPIF1	False	0.0040881736351477
chr1:27608544-27609044|DNAJC8	False	0.0013176015336326
chr1:27867738-27868238|DNAJC8	False	0.0017721540659862
chr1:28249311-28250231|DNAJC8	False	0.380735069694759
chr1:28345727-28346629|DNAJC8	False	0.0132152163425715
chr1:28351509-28352009|DNAJC8	False	0.0141512770998087
chr1:28352119-28352734|DNAJC8	False	0.0076839015697875
chr1:28883765-28884265|DNAJC8	False	0.0087783149325456
chr1:28884388-28885427|DNAJC8	False	0.0161565814250665
chr1:27869198-27869698|RCC1	False	0.0002703705311382
chr1:28112667-28113483|RCC1	False	0.0017176107596487
chr1:28352119-28352734|RCC1	False	0.0028688803302021
chr1:28883765-28884265|RCC1	False	0.0103718670982074
chr1:28884388-28885427|RCC1	False	0.0263515874080562
chr1:28105018-28105518|YTHDF2	False	0.0001963995511879
chr1:28249311-28250231|YTHDF2	False	0.000796716660846
chr1:28351509-28352009|YTHDF2	False	0.0003505762560905
chr1:28352119-28352734|YTHDF2	False	0.0001776213459038
chr1:28883765-28884265|YTHDF2	False	0.0117765448407806
chr1:28884388-28885427|YTHDF2	False	0.0344828642808896
chr1:28249311-28250231|EPB41	False	0.0056872869397121
chr1:28351509-28352009|EPB41	False	0.0015369569503101
chr1:28352119-28352734|EPB41	False	0.0007517395625524
chr1:28883765-28884265|EPB41	True	0.97658286289396
chr1:28884388-28885427|EPB41	True	0.989978288045305
chr1:28249311-28250231|RPA2	False	0.0022932379621794
chr1:28883765-28884265|RPA2	False	0.0019793619241114
chr1:28884388-28885427|RPA2	False	0.0031437955405112
chr1:28249311-28250231|SRSF4	False	0.0009762678758407
chr1:28351509-28352009|SRSF4	False	0.000414485752428
chr1:28352119-28352734|SRSF4	False	0.000203449172727
chr1:28883765-28884265|SRSF4	False	0.0343534243249916
chr1:28884388-28885427|SRSF4	False	0.0699565055728397
chr1:28249311-28250231|TAF12	False	0.0012839163123036
chr1:28351509-28352009|TAF12	False	0.000494542608116
chr1:28352119-28352734|TAF12	False	0.0003128819838886
chr1:28883765-28884265|TAF12	False	0.0039944054196472
chr1:28884388-28885427|TAF12	False	0.0090165564315687
chr1:28883765-28884265|MECR	False	0.0206176662489031
chr1:28884388-28885427|TRNAU1AP	False	0.0089684908361757
chr1:30768857-30769473|SNRNP40	False	0.0133219262970873
chr1:31072347-31073139|SNRNP40	False	0.0018044231864205
chr1:31100446-31101535|SNRNP40	False	0.0008763482613169
chr1:31159762-31160262|SNRNP40	False	0.003031775458641
chr1:31394571-31395186|SNRNP40	False	0.0002598863345657
chr1:31826818-31827761|SNRNP40	False	0.0019318794170659
chr1:31957624-31958294|SNRNP40	False	0.0020585325089815
chr1:30768857-30769473|ZCCHC17	False	0.0381429228950629
chr1:30777391-30778865|ZCCHC17	False	0.0031285700125352
chr1:30779405-30780013|ZCCHC17	False	0.0034979538453007
chr1:31394571-31395186|ZCCHC17	False	0.0007421065363332
chr1:31826818-31827761|ZCCHC17	False	0.0057294518542354
chr1:31957624-31958294|ZCCHC17	False	0.0061965378856704
chr1:31100446-31101535|KHDRBS1	False	0.0001132616349447
chr1:31154524-31155711|KHDRBS1	False	0.0003590352442874
chr1:31159762-31160262|KHDRBS1	False	0.0003783674083741
chr1:31394571-31395186|KHDRBS1	False	2.94539942774816e-05
chr1:31826818-31827761|KHDRBS1	False	0.0025297200121004
chr1:31954553-31955764|KHDRBS1	False	0.030397984142571
chr1:31957624-31958294|KHDRBS1	False	0.0149627399283324
